,persona 1,persona 2,label,sentiment,date,original_index
853,vlado mirosevic,alvaro elizalde,collaboration,positive,Unknown,230
854,alcaldesa de quilpué,andrés longton,accusation,negative,Unknown,231
855,alcaldesa de quilpué,chiara barchiesi,accusation,negative,Unknown,231
856,delegada presidencial regional,andrés longton,accusation,negative,Unknown,231
857,delegada presidencial regional,chiara barchiesi,accusation,negative,Unknown,231
858,seremi de salud,andrés longton,accusation,negative,Unknown,231
859,seremi de salud,chiara barchiesi,accusation,negative,Unknown,231
860,ricardo cifuentes,carmen hertz,elected,positive,Unknown,232
861,ricardo cifuentes,daniella circardini,elected,positive,Unknown,232
862,carmen hertz,ricardo cifuentes,vicepresident,positive,Unknown,232
863,daniella circardini,ricardo cifuentes,vicepresident,positive,Unknown,232
864,raul soto,daniela cicardini,support,positive,Unknown,233
865,raul soto,danisa astillado,abstain,neutral,Unknown,233
866,raul soto,leonardo soto,abstain,neutral,Unknown,233
867,raul soto,ana maría bravo,abstain,neutral,Unknown,233
868,raul soto,marcos ilabaca,abstain,neutral,Unknown,233
869,raul soto,consuelo veloso,support,positive,Unknown,233
870,raul soto,alexis sepúlveda,support,positive,Unknown,233
871,javier soto,daniela serrano,aggression,negative,Unknown,234
872,javier soto,marcela riquelme,aggression,negative,Unknown,234
873,carabineros de chile,javier soto,intervention,positive,Unknown,234
874,carabineros de chile,daniela serrano,protection,positive,Unknown,234
875,carabineros de chile,marcela riquelme,protection,positive,Unknown,234
876,gonzalo de la carrera,alexis sepulveda,aggression,negative,Unknown,236
877,gonzalo de la carrera,daniel manouchehri,aggression,negative,Unknown,236
878,daniela aranguiz,maite orsini,declaration,neutral,Unknown,237
879,daniela aranguiz,jorge valdivia,declaration,neutral,Unknown,237
880,andrés longton,sofía cid,leadership,positive,Unknown,238
881,andrés longton,josé miguel castro,collaboration,positive,Unknown,238
882,sofía cid,josé miguel castro,collaboration,positive,Unknown,238
883,miguel mellado,andrés jouannet,lament,negative,Unknown,239
884,henry leal,andrés jouannet,lament,negative,Unknown,239
885,gloria naveillan,andrés jouannet,lament,negative,Unknown,239
886,miguel mellado,gloria naveillan,lament,negative,Unknown,239
887,henry leal,gloria naveillan,lament,negative,Unknown,239
888,miguel mellado,henry leal,lament,negative,Unknown,239
889,juan antonio coloma,gabriel boric,urge,negative,Unknown,240
890,natalia romero,gabriel boric,urge,negative,Unknown,240
891,marco antonio sulantay,gabriel boric,urge,negative,Unknown,240
892,sociedad interamericana de prensa,gabriel boric,concern,negative,Unknown,240
893,camila flores,sofia cid,collaborates,positive,Unknown,241
894,camila flores,catalina del real,collaborates,positive,Unknown,241
895,sofia cid,camila flores,collaborates,positive,Unknown,241
896,sofia cid,catalina del real,collaborates,positive,Unknown,241
897,catalina del real,camila flores,collaborates,positive,Unknown,241
898,catalina del real,sofia cid,collaborates,positive,Unknown,241
899,pamela jiles,jorge durán,support,positive,Unknown,242
900,miguel ángel calisto,jorge durán,support,positive,Unknown,242
901,jorge durán,camila flores,replacement,neutral,Unknown,242
902,raúl leiva,jorge durán,oppose,negative,Unknown,242
903,luis cuello,jorge durán,oppose,negative,Unknown,242
904,karol cariola,luis cuello,replacement,neutral,Unknown,242
905,jorge alessandri,jorge durán,oppose,negative,Unknown,242
906,gustavo benavente,jorge durán,oppose,negative,Unknown,242
907,andrés longton,jorge durán,oppose,negative,Unknown,242
908,gonzálo winter,jorge durán,oppose,negative,Unknown,242
909,tomás de rementería,marcos ilabaca,replacement,neutral,Unknown,242
910,tomás de rementería,jorge durán,oppose,negative,Unknown,242
911,catalina pérez,jorge durán,oppose,negative,Unknown,242
912,leonardo soto,jorge durán,oppose,negative,Unknown,242
913,luis sánchez,jorge durán,oppose,negative,Unknown,242
914,juan irarrázaval,elisa loncon,request,neutral,Unknown,243
915,johannes kaiser,camila flores,opposition,negative,Unknown,244
916,johannes kaiser,gastón saavedra,opposition,negative,Unknown,244
917,camila flores,gastón saavedra,alliance,positive,Unknown,244
918,galo eidelstein,johannes kaiser,authority,negative,Unknown,244
919,galo eidelstein,camila flores,authority,negative,Unknown,244
920,galo eidelstein,gastón saavedra,authority,negative,Unknown,244
921,vlado mirosevic,karol cariola,colleagues,neutral,Unknown,245
922,gonzalo de la carrera,alexis sepulveda,aggression,negative,Unknown,246
923,cristobal urruticoechea,gonzalo de la carrera,expulsion,negative,Unknown,246
924,cristobal urruticoechea,alexis sepulveda,support,positive,Unknown,246
925,andres celis,andres celis,initiator,neutral,Unknown,247
926,karol cariola,miguel ángel calisto,vote,negative,Unknown,248
927,karol cariola,leonardo soto,vote,negative,Unknown,248
928,gonzalo winter,miguel ángel calisto,vote,negative,Unknown,248
929,gonzalo winter,leonardo soto,vote,negative,Unknown,248
930,miguel ángel calisto,karol cariola,vote,positive,Unknown,248
931,miguel ángel calisto,gonzalo winter,vote,positive,Unknown,248
932,leonardo soto,karol cariola,vote,positive,Unknown,248
933,leonardo soto,gonzalo winter,vote,positive,Unknown,248
934,pamela jiles,karol cariola,comment,negative,Unknown,248
935,raúl leiva,gabriel boric,accusation,negative,Unknown,248
936,cid,eric aedo,voting,neutral,Unknown,249
937,javiera morales,camila rojas,member,neutral,Unknown,249
938,matías ramírez,henry leal,member,neutral,Unknown,249
939,juan antonio coloma,diego schalper,member,neutral,Unknown,249
940,cristián araya,daniel manoucheri,member,neutral,Unknown,249
941,jaime araya,gaspar rivas,member,neutral,Unknown,249
942,roberto arroyo,javiera morales,member,neutral,Unknown,249
943,álvaro elizalde,gabriel boric,support,positive,Unknown,251
944,raúl soto,gabriel boric,support,positive,Unknown,251
945,álvaro elizalde,raúl soto,collaboration,positive,Unknown,251
946,marcia raphael,hugo rey,questioning,neutral,Unknown,252
947,pamela jiles,periodista,dialogue,negative,Unknown,253
948,karol cariola,pamela jiles,resignation,negative,Unknown,253
949,periodista,pamela jiles,interpelation,neutral,Unknown,253
950,vlado mirosevic,catalina pérez,collaborates,positive,Unknown,254
951,vlado mirosevic,carlos bianchi,collaborates,positive,Unknown,254
952,catalina pérez,carlos bianchi,collaborates,positive,Unknown,254
953,jorge alessandri,jorge bermudez,request,neutral,Unknown,255
954,flor weisse,jorge bermudez,request,neutral,Unknown,255
955,juan antonio coloma,jorge bermudez,request,neutral,Unknown,255
956,jorge bermudez,irina karamanos,replace,neutral,Unknown,255
957,jorge alessandri,catalina pérez,request,negative,Unknown,256
958,catalina pérez,daniel andrade,partner,positive,Unknown,256
959,daniel andrade,catalina pérez,partner,positive,Unknown,256
960,soto,marisela santibáñez,attacked,negative,Unknown,257
961,soto,maite orsini,criticized,negative,Unknown,257
962,maite orsini,soto,condemned,negative,Unknown,257
963,maite orsini,marisela santibáñez,defended,positive,Unknown,257
964,carolina tohá,vlado mirosevic,collaborator,positive,Unknown,258
965,carolina tohá,juan antonio coloma,collaborator,positive,Unknown,258
966,vlado mirosevic,juan antonio coloma,colleague,neutral,Unknown,258
967,joaquin lavin,giorgio jackson,analyze,neutral,Unknown,260
968,karol cariola,giorgio jackson,analyze,neutral,Unknown,260
969,clara sagardia,giorgio jackson,analyze,neutral,Unknown,260
970,bernardo berger,giorgio jackson,analyze,neutral,Unknown,260
971,ericka nanco,giorgio jackson,analyze,neutral,Unknown,260
972,erika olivera,andrés celis,collaborates,positive,Unknown,261
973,vlado mirosevic,álvaro elizalde,colleague,positive,Unknown,262
974,álvaro elizalde,vlado mirosevic,colleague,positive,Unknown,262
975,vlado mirosevic,daniel valdés,reaction,neutral,Unknown,262
976,álvaro elizalde,daniel valdés,reaction,neutral,Unknown,262
977,raul soto,alexis sepulveda,assumes,positive,Unknown,263
978,raul soto,claudia mix,assumes,positive,Unknown,263
979,raul soto,raul soto,president,neutral,Unknown,263
980,clara sagardia,bernardo berger,voting,negative,Unknown,264
981,clara sagardia,ericka ñanco,voting,negative,Unknown,264
982,clara sagardia,karol cariola,voting,negative,Unknown,264
983,bernardo berger,clara sagardia,voting,positive,Unknown,264
984,ericka ñanco,clara sagardia,voting,negative,Unknown,264
985,karol cariola,clara sagardia,voting,negative,Unknown,264
986,joaquin lavin leon,clara sagardia,abstaining,neutral,Unknown,264
987,jorge alessandri,juan jose ossa,request,positive,Unknown,265
988,guillermo ramirez,juan jose ossa,request,positive,Unknown,265
989,juan jose ossa,rodrigo rojas vade,concern,negative,Unknown,265
990,andres longton,mirosevic,request,positive,Unknown,266
991,frank sauerbaum,mirosevic,request,positive,Unknown,266
992,jorge alessandri,daniel palma,comment,negative,Unknown,267
993,catalina pérez,daniel palma,comment,negative,Unknown,267
994,jorge alessandri,raul leiva,collaboration,positive,Unknown,268
995,raul soto,karol cariola,presides,neutral,Unknown,269
996,karol cariola,raul soto,requests,positive,Unknown,269
997,miguel mellado,miguel mellado,defender,positive,Unknown,270
998,miguel mellado,miguel mellado,lamentar,negative,Unknown,270
999,francisco undurraga,diego schalper,collaborates,positive,Unknown,271
1000,francisco undurraga,iván moreira,collaborates,positive,Unknown,271
1001,diego schalper,iván moreira,collaborates,positive,Unknown,271
1002,catalina pérez,eduardo fuentes,participation,neutral,Unknown,272
1003,álvaro carter,eduardo fuentes,participation,neutral,Unknown,272
1004,eduardo fuentes,eduardo fuentes,reaction,neutral,Unknown,272
1005,diego schalper,joaquín lavín jr.,reference,neutral,Unknown,273
1006,marcia raphael,jaime de aguirre,criticize,negative,Unknown,274
1007,jorge duran,jaime de aguirre,criticize,negative,Unknown,274
1008,hugo rey,jaime de aguirre,criticize,negative,Unknown,274
1009,eduardo duran,jaime de aguirre,criticize,negative,Unknown,274
1010,rn,catalina pérez,fiscalization,neutral,Unknown,275
1011,udi,catalina pérez,lawsuit,negative,Unknown,275
1012,francisco undurraga,udi,vote,negative,Unknown,276
1013,eric aedo,udi,vote,negative,Unknown,276
1014,udi,francisco undurraga,support,positive,Unknown,276
1015,marcela aranda,francisco undurraga,attack,negative,Unknown,276
1016,marcela aranda,eric aedo,attack,negative,Unknown,276
1017,maria luisa cordero,francisco undurraga,attack,negative,Unknown,276
1018,maria luisa cordero,eric aedo,attack,negative,Unknown,276
1019,camila vallejo,jose carlos meza,report,neutral,Unknown,277
1020,camila vallejo,mauricio ojeda,report,neutral,Unknown,277
1021,camila vallejo,cristian araya,report,neutral,Unknown,277
1022,camila vallejo,benjamin moreno,report,neutral,Unknown,277
1023,mauricio ojeda,carolina tohá,criticizes,negative,Unknown,278
1024,henry leal,carolina tohá,criticizes,negative,Unknown,278
1025,andrès joaunnet,carolina tohá,criticizes,negative,Unknown,278
1026,miguel mellado,carolina tohá,criticizes,negative,Unknown,278
1027,johannes kaiser,agustin romero,collaboration,positive,Unknown,279
1028,johannes kaiser,carolina tohá,interpelation,neutral,Unknown,279
1029,vlado mirosevic,miguel ángel calisto,defeated,positive,Unknown,280
1030,miguel ángel calisto,vlado mirosevic,defeated_by,negative,Unknown,280
1031,gonzalo de la carrera,alexis sepulveda,aggression,negative,Unknown,281
1032,nelson venegas,gonzalo de la carrera,investigation,neutral,Unknown,281
1033,nelson venegas,alexis sepulveda,support,positive,Unknown,281
1034,sofía cid,luis cordero,invited,neutral,Unknown,282
1035,sofía cid,marcela ríos,excused,neutral,Unknown,282
1036,sofía cid,miguel mellado,replaced,neutral,Unknown,282
1037,marcos ilabaca,eric aedo,meeting,positive,Unknown,283
1038,marcos ilabaca,víctor pino,meeting,positive,Unknown,283
1039,marcos ilabaca,boris barrera,meeting,positive,Unknown,283
1040,marcos ilabaca,gonzalo winter,meeting,positive,Unknown,283
1041,marcos ilabaca,gael yeomans,meeting,positive,Unknown,283
1042,marcos ilabaca,emilia schneider,meeting,positive,Unknown,283
1043,marcos ilabaca,jaime sáez,meeting,positive,Unknown,283
1044,marcos ilabaca,cristián tapia,meeting,positive,Unknown,283
1045,marcos ilabaca,cosme mellado,meeting,positive,Unknown,283
1046,marcos ilabaca,vlado mirosevic,meeting,positive,Unknown,283
1047,eric aedo,víctor pino,meeting,positive,Unknown,283
1048,eric aedo,boris barrera,meeting,positive,Unknown,283
1049,eric aedo,gonzalo winter,meeting,positive,Unknown,283
1050,eric aedo,gael yeomans,meeting,positive,Unknown,283
1051,eric aedo,emilia schneider,meeting,positive,Unknown,283
1052,eric aedo,jaime sáez,meeting,positive,Unknown,283
1053,eric aedo,cristián tapia,meeting,positive,Unknown,283
1054,eric aedo,cosme mellado,meeting,positive,Unknown,283
1055,eric aedo,vlado mirosevic,meeting,positive,Unknown,283
1056,víctor pino,boris barrera,meeting,positive,Unknown,283
1057,víctor pino,gonzalo winter,meeting,positive,Unknown,283
1058,víctor pino,gael yeomans,meeting,positive,Unknown,283
1059,víctor pino,emilia schneider,meeting,positive,Unknown,283
1060,víctor pino,jaime sáez,meeting,positive,Unknown,283
1061,víctor pino,cristián tapia,meeting,positive,Unknown,283
1062,víctor pino,cosme mellado,meeting,positive,Unknown,283
1063,víctor pino,vlado mirosevic,meeting,positive,Unknown,283
1064,boris barrera,gonzalo winter,meeting,positive,Unknown,283
1065,boris barrera,gael yeomans,meeting,positive,Unknown,283
1066,boris barrera,emilia schneider,meeting,positive,Unknown,283
1067,boris barrera,jaime sáez,meeting,positive,Unknown,283
1068,boris barrera,cristián tapia,meeting,positive,Unknown,283
1069,boris barrera,cosme mellado,meeting,positive,Unknown,283
1070,boris barrera,vlado mirosevic,meeting,positive,Unknown,283
1071,gonzalo winter,gael yeomans,meeting,positive,Unknown,283
1072,gonzalo winter,emilia schneider,meeting,positive,Unknown,283
1073,gonzalo winter,jaime sáez,meeting,positive,Unknown,283
1074,gonzalo winter,cristián tapia,meeting,positive,Unknown,283
1075,gonzalo winter,cosme mellado,meeting,positive,Unknown,283
1076,gonzalo winter,vlado mirosevic,meeting,positive,Unknown,283
1077,gael yeomans,emilia schneider,meeting,positive,Unknown,283
1078,gael yeomans,jaime sáez,meeting,positive,Unknown,283
1079,gael yeomans,cristián tapia,meeting,positive,Unknown,283
1080,gael yeomans,cosme mellado,meeting,positive,Unknown,283
1081,gael yeomans,vlado mirosevic,meeting,positive,Unknown,283
1082,emilia schneider,jaime sáez,meeting,positive,Unknown,283
1083,emilia schneider,cristián tapia,meeting,positive,Unknown,283
1084,emilia schneider,cosme mellado,meeting,positive,Unknown,283
1085,emilia schneider,vlado mirosevic,meeting,positive,Unknown,283
1086,jaime sáez,cristián tapia,meeting,positive,Unknown,283
1087,jaime sáez,cosme mellado,meeting,positive,Unknown,283
1088,jaime sáez,vlado mirosevic,meeting,positive,Unknown,283
1089,cristián tapia,cosme mellado,meeting,positive,Unknown,283
1090,cristián tapia,vlado mirosevic,meeting,positive,Unknown,283
1091,cosme mellado,vlado mirosevic,meeting,positive,Unknown,283
1092,rene alinco,vlado mirosevic,interrupts,negative,Unknown,284
1093,carmen hertz,rene alinco,discusses,neutral,Unknown,284
1094,vlado mirosevic,rene alinco,recognizes,positive,Unknown,284
1095,jorge valdivia,maite orsini,couple,positive,Unknown,286
1096,paula escobar,maite orsini,reporting,neutral,Unknown,286
1097,paula escobar,jorge valdivia,reporting,neutral,Unknown,286
1098,catalina pérez,catalina pérez,suspended,neutral,Unknown,287
1099,javier soto,marisela santibañez,attack,negative,Unknown,288
1100,consuelo veloso,javier soto,defend,positive,Unknown,288
1101,carmen hertz,javier soto,defend,positive,Unknown,288
1102,marisela santibañez,consuelo veloso,support,positive,Unknown,288
1103,marisela santibañez,carmen hertz,support,positive,Unknown,288
1104,roberto arroyo,franco parisi,announced,positive,Unknown,289
1105,roberto arroyo,karol cariola,supports,neutral,Unknown,289
1106,andrés longton,sofía cid,collaboration,neutral,Unknown,290
1107,raul soto,karol cariola,support,positive,Unknown,291
1108,raul soto,raul soto,preside,neutral,Unknown,291
1109,catalina pérez,juan ignacio latorre,support,positive,Unknown,292
1110,catalina pérez,jorge brito,support,positive,Unknown,292
1111,catalina pérez,ericka ñanco,support,positive,Unknown,292
1112,catalina pérez,maite orsini,support,positive,Unknown,292
1113,catalina pérez,jaime sáez,support,positive,Unknown,292
1114,catalina pérez,consuelo veloso,support,positive,Unknown,292
1115,juan ignacio latorre,catalina pérez,support,positive,Unknown,292
1116,juan ignacio latorre,giorgio jackson,support,positive,Unknown,292
1117,juan ignacio latorre,marco antonio ávila,support,positive,Unknown,292
1118,héctor barría,roberto arroyo,support,positive,Unknown,293
1119,miguel mellado,andrés longton,criticized,negative,Unknown,294
1120,diego schalper,guillermo ramirez,collaboration,positive,Unknown,295
1121,daniella cicardini,catalina pérez,support,positive,Unknown,297
1122,catalina pérez,daniella cicardini,appreciation,positive,Unknown,297
1123,diego schalper,giorgio jackson,criticize,negative,Unknown,298
1124,javier macaya,giorgio jackson,criticize,negative,Unknown,298
1125,jorge guzmán,giorgio jackson,criticize,negative,Unknown,298
1126,felipe caamano,mario marcel,accusation,negative,Unknown,299
1127,mario marcel,felipe caamano,denial,negative,Unknown,299
1128,diego schalper,ximena ossandon,collaborate,positive,Unknown,300
1129,diego schalper,camila vallejo,invite,positive,Unknown,300
1130,ximena ossandon,camila vallejo,invite,positive,Unknown,300
1131,matias del rio,diego schalper,controversy,negative,Unknown,300
1132,matias del rio,ximena ossandon,controversy,negative,Unknown,300
1133,francisco undurraga,florcita motuda,commented,neutral,Unknown,302
1134,francisco undurraga,jaime naranjo,promises,neutral,Unknown,302
1135,francisco undurraga,jackson,waits_for,neutral,Unknown,302
1136,daniel tapia,gonzalo winter,discussed,neutral,Unknown,303
1137,daniel tapia,juan antonio coloma,discussed,neutral,Unknown,303
1138,gonzalo winter,juan antonio coloma,discussed,neutral,Unknown,303
1139,ennio mangiola,daniel tapia,explained,neutral,Unknown,303
1140,ennio mangiola,gonzalo winter,explained,neutral,Unknown,303
1141,ennio mangiola,juan antonio coloma,explained,neutral,Unknown,303
1142,andrés allamand,cristián labbé,accusation,negative,Unknown,304
1143,andrés allamand,andrés celis,accusation,negative,Unknown,304
1144,andrés allamand,catalina pérez,accusation,negative,Unknown,304
1145,andrés allamand,jaime araya,accusation,negative,Unknown,304
1146,andrés allamand,jorge brito,accusation,negative,Unknown,304
1147,andrés allamand,sebastián piñera,government,negative,Unknown,304
1148,jorge alessandri,ministra siches,request,negative,Unknown,305
1149,sergio bobadilla,ministra siches,request,negative,Unknown,305
1150,juan manuel fuenzalida,ministra siches,request,negative,Unknown,305
1151,chiara barchiesi,jair bolsonaro,support,positive,Unknown,306
1152,jair bolsonaro,luiz inácio lula da silva,opponent,negative,Unknown,306
1153,pamela jiles,félix gonzález,collaborates,positive,Unknown,307
1154,guillermo ramirez,daniel lilayu,colleague,negative,Unknown,308
1155,guillermo ramirez,marta bravo,colleague,negative,Unknown,308
1156,daniel lilayu,guillermo ramirez,colleague,negative,Unknown,308
1157,daniel lilayu,marta bravo,colleague,negative,Unknown,308
1158,marta bravo,guillermo ramirez,colleague,negative,Unknown,308
1159,marta bravo,daniel lilayu,colleague,negative,Unknown,308
1160,gloria hutt,frank sauerbaum,collaborator,neutral,Unknown,309
1161,gloria hutt,guillermo ramirez,collaborator,neutral,Unknown,309
1162,gloria hutt,benjamin moreno,collaborator,neutral,Unknown,309
1163,giorgio jackson,gabriel boric,comment,negative,Unknown,309
1164,gabriel boric,sergio onofre jarpa,comment,negative,Unknown,309
1165,frank sauerbaum,gabriel boric,demand,negative,Unknown,309
1166,guillermo ramirez,gabriel boric,demand,negative,Unknown,309
1167,benjamin moreno,gabriel boric,demand,negative,Unknown,309
1168,gustavo benavente,cristhian moreira,colleagues,positive,Unknown,310
1169,juan antonio coloma,manuel monsalve,opinion,positive,Unknown,311
1170,juan antonio coloma,manuel monsalve,disagreement,negative,Unknown,311
1171,timoneles,alvaro elizalde,sent,neutral,Unknown,314
1172,timoneles,raul soto,sent,neutral,Unknown,314
1173,francisco chahuan,lider de la cam,denounce,negative,Unknown,316
1174,jose ruminot,lider de la cam,denounce,negative,Unknown,316
1175,miguel mellado,lider de la cam,denounce,negative,Unknown,316
1176,camila flores,lider de la cam,denounce,negative,Unknown,316
1177,henry leal,ejecutivo,accuse,negative,Unknown,317
1178,marta bravo,ejecutivo,accuse,negative,Unknown,317
1179,henry leal,gobierno,reject,negative,Unknown,317
1180,marta bravo,gobierno,reject,negative,Unknown,317
1181,henry leal,udi,belong,positive,Unknown,317
1182,marta bravo,udi,belong,positive,Unknown,317
1183,ejecutivo,pc,pressure,negative,Unknown,317
1184,ejecutivo,fa,pressure,negative,Unknown,317
1185,gobierno,senado,propose,neutral,Unknown,317
1186,gobierno,cámara baja,return,neutral,Unknown,317
1187,gobierno,comisión mixta,involve,neutral,Unknown,317
1188,diego schalper,francisco undurraga,criticism,negative,Unknown,318
1189,francisco undurraga,diego schalper,defense,positive,Unknown,318
1190,francisco undurraga,jorge guzmán,collaboration,positive,Unknown,318
1191,jorge guzmán,francisco undurraga,support,positive,Unknown,318
1192,jorge guzmán,marco antonio ávila,rejection,negative,Unknown,318
1193,gabriel boric,elisa loncon,support,positive,Unknown,319
1194,gabriel boric,marisela santibañez,support,positive,Unknown,319
1195,gabriel boric,marco antonio avila,support,positive,Unknown,319
1196,gabriel boric,fabiola campillai,support,positive,Unknown,319
1197,marisela santibañez,pastor soto,victim,negative,Unknown,319
1198,fabiola campillai,maria luisa cordero,accusation,negative,Unknown,319
1199,marisela santibáñez,mario marcel,voted,positive,Unknown,320
1200,marcela riquelme,mario marcel,voted,positive,Unknown,320
1201,ana maría gazmuri,mario marcel,voted,positive,Unknown,320
1202,cristian labbé,catalina pérez,colleague,neutral,Unknown,321
1203,cristian labbé,andrés celis,colleague,neutral,Unknown,321
1204,cristian labbé,jaime araya,colleague,neutral,Unknown,321
1205,cristian labbé,jorge brito,colleague,neutral,Unknown,321
1206,andrés celis,catalina pérez,colleague,neutral,Unknown,321
1207,andrés celis,jaime araya,colleague,neutral,Unknown,321
1208,andrés celis,jorge brito,colleague,neutral,Unknown,321
1209,catalina pérez,jaime araya,colleague,neutral,Unknown,321
1210,catalina pérez,jorge brito,colleague,neutral,Unknown,321
1211,jaime araya,jorge brito,colleague,neutral,Unknown,321
1212,francisco chahuan,diego schalper,collaborates,positive,Unknown,322
1213,francisco chahuan,mario desbordes,criticizes,negative,Unknown,322
1214,diego schalper,mario desbordes,defends,positive,Unknown,322
1215,cristóbal martínez,henry leal,collaborates,positive,Unknown,323
1216,tomas de rementeria,jaime araya,responded,neutral,Unknown,324
1217,marta gonzález,carolina marzán,accuse,negative,Unknown,325
1218,marta gonzález,raúl soto,accuse,negative,Unknown,325
1219,marta gonzález,helia molina,accuse,negative,Unknown,325
1220,carolina marzán,gabriel boric,meeting,positive,Unknown,325
1221,raúl soto,gabriel boric,meeting,positive,Unknown,325
1222,helia molina,gabriel boric,meeting,positive,Unknown,325
1223,ana maría gazmuri,corte de apelaciones de valparaíso,challenged,negative,Unknown,326
1224,marisela santibáñez,corte de apelaciones de valparaíso,challenged,negative,Unknown,326
1225,andrés longton,marcela ríos,accusation,negative,Unknown,327
1226,jorge alessandri,marcela ríos,accusation,negative,Unknown,327
1227,francisco undurraga,marcela ríos,accusation,negative,Unknown,327
1228,juan irarrázaval,christopher white,accuse,negative,Unknown,328
1229,johannes kaiser,christopher white,accuse,negative,Unknown,328
1230,andrés longton,manuel josé ossandón,questioned,negative,Unknown,329
1231,miguel mellado,manuel josé ossandón,questioned,negative,Unknown,329
1232,manuel josé ossandón,carolina tohá,met,neutral,Unknown,329
1233,karim,carlos bianchi,elected,positive,Unknown,330
1234,vlado mirosevic,carlos bianchi,vicepresident,positive,Unknown,330
1235,catalina pérez,vlado mirosevic,vicepresident,positive,Unknown,330
1236,miguel angel calisto,vlado mirosevic,opponent,negative,Unknown,330
1237,andrés longton,izkia siches,request,neutral,Unknown,331
1238,sofía cid,izkia siches,request,neutral,Unknown,331
1239,izkia siches,camila barros,criticize,negative,Unknown,331
1240,camila barros,francisco benavides,involved_in,neutral,Unknown,331
1241,gonzalo winter,boric,analyze,neutral,Unknown,332
1242,juan antonio coloma,boric,analyze,neutral,Unknown,332
1243,gonzalo winter,juan antonio coloma,discuss,positive,Unknown,332
1244,tomás hirsch,aranda,accusation,negative,Unknown,333
1245,juan santana,aranda,support,positive,Unknown,333
1246,juan santana,tomás hirsch,agreement,positive,Unknown,333
1247,henry leal,jeannette vega,question,neutral,Unknown,334
1248,sergio bobadilla,jeannette vega,question,neutral,Unknown,334
1249,flor weisse,jeannette vega,question,neutral,Unknown,334
1250,gustavo petro,camila flores,comment,negative,Unknown,335
1251,gustavo petro,carla morales,comment,negative,Unknown,335
1252,gustavo petro,francesca muñoz,comment,negative,Unknown,335
1253,antonia urrejola,gustavo petro,request,neutral,Unknown,335
1254,juan irarrázaval,irací hassler,request,neutral,Unknown,336
1255,johannes kaiser,irací hassler,request,neutral,Unknown,336
1256,juan irarrázaval,claudio gonzález,request,neutral,Unknown,336
1257,juan irarrázaval,jean pierre,request,neutral,Unknown,336
1258,juan irarrázaval,luis mayorga,request,neutral,Unknown,336
1259,juan irarrázaval,beatriz chamorro,request,neutral,Unknown,336
1260,johannes kaiser,claudio gonzález,request,neutral,Unknown,336
1261,johannes kaiser,jean pierre,request,neutral,Unknown,336
1262,johannes kaiser,luis mayorga,request,neutral,Unknown,336
1263,johannes kaiser,beatriz chamorro,request,neutral,Unknown,336
1264,francisco chahuan,gonzalo winter,response,negative,Unknown,338
1265,vlado mirosevic,rene alinco,confrontation,negative,Unknown,339
1266,sara concha,francesca muñoz,collaboration,positive,Unknown,340
1267,sara concha,marco antonio ávila,opposition,negative,Unknown,340
1268,francesca muñoz,marco antonio ávila,opposition,negative,Unknown,340
1269,luis thayer,andrés longton,decision,neutral,Unknown,341
1270,luis thayer,javiera morales,decision,neutral,Unknown,341
1271,luis thayer,jaime araya,decision,neutral,Unknown,341
1272,luis thayer,renzo trisotti,decision,neutral,Unknown,341
1273,alberto undurraga,eric aedo,colleague,neutral,Unknown,342
1274,alberto undurraga,joanna pérez,colleague,neutral,Unknown,342
1275,alberto undurraga,erika olivera,colleague,neutral,Unknown,342
1276,francisco undurraga,jorge guzman,colleague,neutral,Unknown,342
1277,diego schalper,andrés longton,colleague,neutral,Unknown,342
1278,diego schalper,raúl soto,colleague,neutral,Unknown,342
1279,andrés longton,raúl soto,colleague,neutral,Unknown,342
1280,jorge guzman,francisco undurraga,colleague,neutral,Unknown,342
1281,joanna pérez,erika olivera,colleague,neutral,Unknown,342
1282,helia molina,raúl soto,colleague,neutral,Unknown,342
1283,tomás lagomarsino,alexis sepúlveda,colleague,neutral,Unknown,342
1284,vlado mirosevic,daniel melo,colleague,neutral,Unknown,342
1285,daniel melo,raúl leiva,colleague,neutral,Unknown,342
1286,rubén oyarzo,natalia romero,sponsor,positive,Unknown,343
1287,miguel calisto,natalia romero,sponsor,positive,Unknown,343
1288,gustavo benavente,natalia romero,sponsor,positive,Unknown,343
1289,sergio bobadilla,natalia romero,sponsor,positive,Unknown,343
1290,marta bravo,natalia romero,sponsor,positive,Unknown,343
1291,eduardo cornejo,natalia romero,sponsor,positive,Unknown,343
1292,felipe donoso,natalia romero,sponsor,positive,Unknown,343
1293,cristián labbé,natalia romero,sponsor,positive,Unknown,343
1294,cristóbal martínez,natalia romero,sponsor,positive,Unknown,343
1295,francisco undurraga,giorgio jackson,abstention,neutral,Unknown,344
1296,danisa astudillo,giorgio jackson,abstention,neutral,Unknown,344
1297,ximena ossandon,giorgio jackson,abstention,neutral,Unknown,344
1298,claudia mix,giorgio jackson,abstention,neutral,Unknown,344
1299,andrés longton,gonzalo de la carrera,request,negative,Unknown,345
1300,jorge alessandri,gonzalo de la carrera,request,negative,Unknown,345
1301,francisco undurraga,gonzalo de la carrera,request,negative,Unknown,345
1302,nelson venegas,gonzalo de la carrera,report,negative,Unknown,345
1303,gonzalo de la carrera,alexis sepúlveda,attack,negative,Unknown,345
