,persona 1,persona 2,label,sentiment,date,original_index
748,andrés longton,josé miguel castro,colleague,positive,Unknown,238
749,sofía cid,josé miguel castro,colleague,positive,Unknown,238
750,miguel mellado,andrés jouannet,colleague,neutral,Unknown,239
751,miguel mellado,henry leal,colleague,neutral,Unknown,239
752,miguel mellado,gloria naveillan,colleague,neutral,Unknown,239
753,henry leal,andrés jouannet,colleague,neutral,Unknown,239
754,henry leal,gloria naveillan,colleague,neutral,Unknown,239
755,gloria naveillan,andrés jouannet,colleague,neutral,Unknown,239
756,juan antonio coloma,gabriel boric,conminar,negative,Unknown,240
757,natalia romero,gabriel boric,conminar,negative,Unknown,240
758,marco antonio sulantay,gabriel boric,conminar,negative,Unknown,240
759,camila flores,sofía cid,collaborates,positive,Unknown,241
760,camila flores,catalina del real,collaborates,positive,Unknown,241
761,sofía cid,catalina del real,collaborates,positive,Unknown,241
762,pamela jiles,jorge durán,support,positive,Unknown,242
763,miguel ángel calisto,jorge durán,support,positive,Unknown,242
764,jorge durán,karol cariola,replacement,neutral,Unknown,242
765,raúl leiva,tomás de rementería,replacement,neutral,Unknown,242
766,luis cuello,karol cariola,replacement,neutral,Unknown,242
767,jorge alessandri,jorge durán,reject,negative,Unknown,242
768,gustavo benavente,jorge durán,reject,negative,Unknown,242
769,andrés longton,jorge durán,reject,negative,Unknown,242
770,gonzálo winter,jorge durán,reject,negative,Unknown,242
771,tomás de rementería,marcos ilabaca,replacement,neutral,Unknown,242
772,catalina pérez,jorge durán,reject,negative,Unknown,242
773,leonardo soto,jorge durán,reject,negative,Unknown,242
774,luis sánchez,jorge durán,reject,negative,Unknown,242
775,juan irarrázaval,elisa loncon,request,neutral,Unknown,243
776,johannes kaiser,camila flores,colleague,neutral,Unknown,244
777,vlado mirosevic,karol cariola,colleagues,positive,Unknown,245
778,gonzalo de la carrera,alexis sepúlveda,aggression,negative,Unknown,246
779,cristóbal urruticoechea,gonzalo de la carrera,expulsion,negative,Unknown,246
780,cristóbal urruticoechea,alexis sepúlveda,support,positive,Unknown,246
781,karol cariola,miguel ángel calisto,vote,negative,Unknown,248
782,karol cariola,leonardo soto,vote,negative,Unknown,248
783,gonzalo winter,miguel ángel calisto,vote,negative,Unknown,248
784,gonzalo winter,leonardo soto,vote,negative,Unknown,248
785,miguel ángel calisto,karol cariola,vote,positive,Unknown,248
786,miguel ángel calisto,gonzalo winter,vote,positive,Unknown,248
787,leonardo soto,karol cariola,vote,positive,Unknown,248
788,leonardo soto,gonzalo winter,vote,positive,Unknown,248
789,pamela jiles,karol cariola,ironize,negative,Unknown,248
790,raúl leiva,gabriel boric,accuse,negative,Unknown,248
791,javiera morales,camila rojas,collaborates,positive,Unknown,249
792,javiera morales,matías ramírez,collaborates,positive,Unknown,249
793,javiera morales,henry leal,collaborates,positive,Unknown,249
794,javiera morales,juan antonio coloma,collaborates,positive,Unknown,249
795,javiera morales,diego schalper,collaborates,positive,Unknown,249
796,javiera morales,cristián araya,collaborates,positive,Unknown,249
797,javiera morales,daniel manoucheri,collaborates,positive,Unknown,249
798,javiera morales,jaime araya,collaborates,positive,Unknown,249
799,javiera morales,gaspar rivas,collaborates,positive,Unknown,249
800,javiera morales,roberto arroyo,collaborates,positive,Unknown,249
801,eric aedo,cid,competes,neutral,Unknown,249
802,miguel ángel becker,jose miguel castro,request,positive,Unknown,250
803,miguel ángel becker,andrés longton,request,positive,Unknown,250
804,miguel ángel becker,miguel mellado,request,positive,Unknown,250
805,miguel ángel becker,jorge rathgeb,request,positive,Unknown,250
806,miguel ángel becker,diego schalper,request,positive,Unknown,250
807,jose miguel castro,andrés longton,request,positive,Unknown,250
808,jose miguel castro,miguel mellado,request,positive,Unknown,250
809,jose miguel castro,jorge rathgeb,request,positive,Unknown,250
810,jose miguel castro,diego schalper,request,positive,Unknown,250
811,andrés longton,miguel mellado,request,positive,Unknown,250
812,andrés longton,jorge rathgeb,request,positive,Unknown,250
813,andrés longton,diego schalper,request,positive,Unknown,250
814,miguel mellado,jorge rathgeb,request,positive,Unknown,250
815,miguel mellado,diego schalper,request,positive,Unknown,250
816,jorge rathgeb,diego schalper,request,positive,Unknown,250
817,álvaro elizalde,raúl soto,collaboration,positive,Unknown,251
818,marcia raphael,hugo rey,questioning,negative,Unknown,252
819,pamela jiles,karol cariola,interpelated,negative,Unknown,253
820,vlado mirosevic,catalina pérez,announced,positive,Unknown,254
821,vlado mirosevic,carlos bianchi,announced,positive,Unknown,254
822,jorge alessandri,jorge bermúdez,request,neutral,Unknown,255
823,flor weisse,jorge bermúdez,request,neutral,Unknown,255
824,juan antonio coloma,jorge bermúdez,request,neutral,Unknown,255
825,jorge bermúdez,irina karamanos,replace,neutral,Unknown,255
826,jorge alessandri,catalina pérez,request,negative,Unknown,256
827,catalina pérez,daniel andrade,partner,positive,Unknown,256
828,maite orsini,marisela santibáñez,condemnation,positive,Unknown,257
829,maite orsini,soto,criticism,negative,Unknown,257
830,soto,marisela santibáñez,attack,negative,Unknown,257
831,carolina tohá,vlado mirosevic,collaborates,positive,Unknown,258
832,carolina tohá,juan antonio coloma,collaborates,positive,Unknown,258
833,vlado mirosevic,juan antonio coloma,collaborates,positive,Unknown,258
834,joaquín lavín,giorgio jackson,analyze,neutral,Unknown,260
835,karol cariola,giorgio jackson,analyze,neutral,Unknown,260
836,clara sagardía,giorgio jackson,analyze,neutral,Unknown,260
837,bernardo berger,giorgio jackson,analyze,neutral,Unknown,260
838,ericka ñanco,giorgio jackson,analyze,neutral,Unknown,260
839,erika olivera,andrés celis,collaborates,positive,Unknown,261
840,vlado mirosevic,alvaro elizalde,collaborate,positive,Unknown,262
841,alvaro elizalde,vlado mirosevic,collaborate,positive,Unknown,262
842,daniel valdes,vlado mirosevic,victim,negative,Unknown,262
843,daniel valdes,alvaro elizalde,victim,negative,Unknown,262
844,raul soto,alexis sepulveda,assumes,positive,Unknown,263
845,raul soto,claudia mix,assumes,positive,Unknown,263
846,clara sagardia,bernardo berger,voted,neutral,Unknown,264
847,clara sagardia,ericka ñanco,voted,negative,Unknown,264
848,clara sagardia,karol cariola,voted,negative,Unknown,264
849,bernardo berger,clara sagardia,voted,positive,Unknown,264
850,ericka ñanco,clara sagardia,voted,negative,Unknown,264
851,karol cariola,clara sagardia,voted,negative,Unknown,264
852,joaquín lavín,clara sagardia,abstained,neutral,Unknown,264
853,jorge alessandri,juan josé ossa,request,neutral,Unknown,265
854,guillermo ramírez,juan josé ossa,request,neutral,Unknown,265
855,jorge alessandri,rodrigo rojas vade,concern,neutral,Unknown,265
856,guillermo ramírez,rodrigo rojas vade,concern,neutral,Unknown,265
857,andrés longton,vlado mirosevic,request,positive,Unknown,266
858,frank sauerbaum,vlado mirosevic,request,positive,Unknown,266
859,jorge alessandri,catalina pérez,disagreement,negative,Unknown,267
860,jorge alessandri,raul leiva,collaborate,positive,Unknown,268
861,raul soto,karol cariola,presides,neutral,Unknown,269
862,karol cariola,raul soto,requests,positive,Unknown,269
863,francisco undurraga,diego schalper,collaborate,positive,Unknown,271
864,francisco undurraga,iván moreira,collaborate,positive,Unknown,271
865,diego schalper,iván moreira,collaborate,positive,Unknown,271
866,catalina pérez,álvaro carter,debate,neutral,Unknown,272
867,eduardo fuentes,catalina pérez,host,neutral,Unknown,272
868,eduardo fuentes,álvaro carter,host,neutral,Unknown,272
869,diego schalper,joaquín lavín jr.,reference,neutral,Unknown,273
870,marcia raphael,jaime de aguirre,criticize,negative,Unknown,274
871,jorge durán,jaime de aguirre,criticize,negative,Unknown,274
872,hugo rey,jaime de aguirre,criticize,negative,Unknown,274
873,eduardo durán,jaime de aguirre,criticize,negative,Unknown,274
874,catalina pérez,catalina pérez,involved,neutral,Unknown,275
875,francisco undurraga,eric aedo,collaborate,positive,Unknown,276
876,maría luisa cordero,marcela aranda,attack,negative,Unknown,276
877,camila vallejo,jose carlos meza,lead,positive,Unknown,277
878,camila vallejo,mauricio ojeda,lead,positive,Unknown,277
879,camila vallejo,cristián araya,lead,positive,Unknown,277
880,camila vallejo,benjamín moreno,lead,positive,Unknown,277
881,jose carlos meza,camila vallejo,report,negative,Unknown,277
882,mauricio ojeda,camila vallejo,report,negative,Unknown,277
883,cristián araya,camila vallejo,report,negative,Unknown,277
884,benjamín moreno,camila vallejo,report,negative,Unknown,277
885,mauricio ojeda,carolina tohá,criticize,negative,Unknown,278
886,henry leal,carolina tohá,criticize,negative,Unknown,278
887,andrés jouannet,carolina tohá,criticize,negative,Unknown,278
888,miguel mellado,carolina tohá,criticize,negative,Unknown,278
889,johannes kaiser,agustín romero,collaborate,positive,Unknown,279
890,johannes kaiser,carolina tohá,interpelate,neutral,Unknown,279
891,vlado mirosevic,miguel ángel calisto,defeated,positive,Unknown,280
892,gonzalo de la carrera,alexis sepúlveda,aggression,negative,Unknown,281
893,nelson venegas,gonzalo de la carrera,investigation,neutral,Unknown,281
894,nelson venegas,alexis sepúlveda,president,neutral,Unknown,281
895,sofía cid,luis cordero,invited,neutral,Unknown,282
896,sofía cid,marcela ríos,excused,neutral,Unknown,282
897,sofía cid,miguel mellado,replaced,neutral,Unknown,282
898,marcos ilabaca,eric aedo,collaborate,positive,Unknown,283
899,marcos ilabaca,víctor pino,collaborate,positive,Unknown,283
900,marcos ilabaca,boris barrera,collaborate,positive,Unknown,283
901,marcos ilabaca,gonzalo winter,collaborate,positive,Unknown,283
902,marcos ilabaca,gael yeomans,collaborate,positive,Unknown,283
903,marcos ilabaca,emilia schneider,collaborate,positive,Unknown,283
904,marcos ilabaca,jaime sáez,collaborate,positive,Unknown,283
905,marcos ilabaca,cristián tapia,collaborate,positive,Unknown,283
906,marcos ilabaca,cosme mellado,collaborate,positive,Unknown,283
907,marcos ilabaca,vlado mirosevic,collaborate,positive,Unknown,283
908,eric aedo,víctor pino,collaborate,positive,Unknown,283
909,eric aedo,boris barrera,collaborate,positive,Unknown,283
910,eric aedo,gonzalo winter,collaborate,positive,Unknown,283
911,eric aedo,gael yeomans,collaborate,positive,Unknown,283
912,eric aedo,emilia schneider,collaborate,positive,Unknown,283
913,eric aedo,jaime sáez,collaborate,positive,Unknown,283
914,eric aedo,cristián tapia,collaborate,positive,Unknown,283
915,eric aedo,cosme mellado,collaborate,positive,Unknown,283
916,eric aedo,vlado mirosevic,collaborate,positive,Unknown,283
917,víctor pino,boris barrera,collaborate,positive,Unknown,283
918,víctor pino,gonzalo winter,collaborate,positive,Unknown,283
919,víctor pino,gael yeomans,collaborate,positive,Unknown,283
920,víctor pino,emilia schneider,collaborate,positive,Unknown,283
921,víctor pino,jaime sáez,collaborate,positive,Unknown,283
922,víctor pino,cristián tapia,collaborate,positive,Unknown,283
923,víctor pino,cosme mellado,collaborate,positive,Unknown,283
924,víctor pino,vlado mirosevic,collaborate,positive,Unknown,283
925,boris barrera,gonzalo winter,collaborate,positive,Unknown,283
926,boris barrera,gael yeomans,collaborate,positive,Unknown,283
927,boris barrera,emilia schneider,collaborate,positive,Unknown,283
928,boris barrera,jaime sáez,collaborate,positive,Unknown,283
929,boris barrera,cristián tapia,collaborate,positive,Unknown,283
930,boris barrera,cosme mellado,collaborate,positive,Unknown,283
931,boris barrera,vlado mirosevic,collaborate,positive,Unknown,283
932,gonzalo winter,gael yeomans,collaborate,positive,Unknown,283
933,gonzalo winter,emilia schneider,collaborate,positive,Unknown,283
934,gonzalo winter,jaime sáez,collaborate,positive,Unknown,283
935,gonzalo winter,cristián tapia,collaborate,positive,Unknown,283
936,gonzalo winter,cosme mellado,collaborate,positive,Unknown,283
937,gonzalo winter,vlado mirosevic,collaborate,positive,Unknown,283
938,gael yeomans,emilia schneider,collaborate,positive,Unknown,283
939,gael yeomans,jaime sáez,collaborate,positive,Unknown,283
940,gael yeomans,cristián tapia,collaborate,positive,Unknown,283
941,gael yeomans,cosme mellado,collaborate,positive,Unknown,283
942,gael yeomans,vlado mirosevic,collaborate,positive,Unknown,283
943,emilia schneider,jaime sáez,collaborate,positive,Unknown,283
944,emilia schneider,cristián tapia,collaborate,positive,Unknown,283
945,emilia schneider,cosme mellado,collaborate,positive,Unknown,283
946,emilia schneider,vlado mirosevic,collaborate,positive,Unknown,283
947,jaime sáez,cristián tapia,collaborate,positive,Unknown,283
948,jaime sáez,cosme mellado,collaborate,positive,Unknown,283
949,jaime sáez,vlado mirosevic,collaborate,positive,Unknown,283
950,cristián tapia,cosme mellado,collaborate,positive,Unknown,283
951,cristián tapia,vlado mirosevic,collaborate,positive,Unknown,283
952,cosme mellado,vlado mirosevic,collaborate,positive,Unknown,283
953,rené alinco,carmen hertz,interruption,negative,Unknown,284
954,vlado mirosevic,rené alinco,president,neutral,Unknown,284
955,vlado mirosevic,carmen hertz,discussion,negative,Unknown,284
956,paula escobar,maite orsini,reporting,neutral,Unknown,286
957,paula escobar,jorge valdivia,reporting,neutral,Unknown,286
958,jorge valdivia,maite orsini,relationship,positive,Unknown,286
959,catalina pérez,catalina pérez,suspended,neutral,Unknown,287
960,javier soto,marisela santibáñez,increpó,negative,Unknown,288
961,consuelo veloso,javier soto,defended,positive,Unknown,288
962,carmen hertz,javier soto,called,negative,Unknown,288
963,marisela santibáñez,consuelo veloso,supported,positive,Unknown,288
964,marisela santibáñez,carmen hertz,supported,positive,Unknown,288
965,roberto arroyo,franco parisi,announced,positive,Unknown,289
966,roberto arroyo,karol cariola,supports,positive,Unknown,289
967,andrés longton,sofía cid,leadership,positive,Unknown,290
968,raul soto,karol cariola,support,positive,Unknown,291
969,catalina pérez,juan ignacio latorre,supports,positive,Unknown,292
970,jorge brito,juan ignacio latorre,supports,positive,Unknown,292
971,ericka ñanco,juan ignacio latorre,supports,positive,Unknown,292
972,maite orsini,juan ignacio latorre,supports,positive,Unknown,292
973,jaime sáez,juan ignacio latorre,supports,positive,Unknown,292
974,consuelo veloso,juan ignacio latorre,supports,positive,Unknown,292
975,héctor barría,roberto arroyo,support,positive,Unknown,293
976,miguel mellado,andrés longton,criticized,negative,Unknown,294
977,diego schalper,guillermo ramírez,collaboration,positive,Unknown,295
978,daniella cicardini,catalina pérez,support,positive,Unknown,297
979,diego schalper,javier macaya,colleague,neutral,Unknown,298
980,diego schalper,jorge guzmán,colleague,neutral,Unknown,298
981,javier macaya,jorge guzmán,colleague,neutral,Unknown,298
982,felipe camaño,mario marcel,accusation,negative,Unknown,299
983,mario marcel,felipe camaño,denial,negative,Unknown,299
984,diego schalper,ximena ossandón,collaborate,positive,Unknown,300
985,diego schalper,camila vallejo,invite,positive,Unknown,300
986,ximena ossandón,camila vallejo,invite,positive,Unknown,300
987,diego schalper,matías del río,discuss,neutral,Unknown,300
988,ximena ossandón,matías del río,discuss,neutral,Unknown,300
989,francisco undurraga,flor motuda,commented,neutral,Unknown,302
990,francisco undurraga,jaime naranjo,promises,neutral,Unknown,302
991,francisco undurraga,diputado jackson,mentions,neutral,Unknown,302
992,daniel tapia,gonzalo winter,discussed,neutral,Unknown,303
993,daniel tapia,juan antonio coloma,discussed,neutral,Unknown,303
994,gonzalo winter,juan antonio coloma,discussed,neutral,Unknown,303
995,cristian labbé,andrés allamand,review,neutral,Unknown,304
996,andrés celis,andrés allamand,review,neutral,Unknown,304
997,catalina pérez,andrés allamand,review,neutral,Unknown,304
998,jaime araya,andrés allamand,review,neutral,Unknown,304
999,jorge brito,andrés allamand,review,neutral,Unknown,304
1000,andrés allamand,sebastián piñera,resigned,neutral,Unknown,304
1001,jorge alessandri,ministra siches,request,negative,Unknown,305
1002,sergio bobadilla,ministra siches,request,negative,Unknown,305
1003,juan manuel fuenzalida,ministra siches,request,negative,Unknown,305
1004,chiara barchiesi,jair bolsonaro,support,positive,Unknown,306
1005,jair bolsonaro,luiz inácio lula da silva,opponent,neutral,Unknown,306
1006,pamela jiles,félix gonzález,collaborates,positive,Unknown,307
1007,guillermo ramírez,daniel lilayu,collaborator,negative,Unknown,308
1008,guillermo ramírez,marta bravo,collaborator,negative,Unknown,308
1009,daniel lilayu,guillermo ramírez,collaborator,negative,Unknown,308
1010,daniel lilayu,marta bravo,collaborator,negative,Unknown,308
1011,marta bravo,guillermo ramírez,collaborator,negative,Unknown,308
1012,marta bravo,daniel lilayu,collaborator,negative,Unknown,308
1013,gloria hutt,frank sauerbaum,leader,positive,Unknown,309
1014,gloria hutt,guillermo ramírez,leader,positive,Unknown,309
1015,gloria hutt,benjamín moreno,leader,positive,Unknown,309
1016,gabriel boric,sergio onofre jarpa,comment,negative,Unknown,309
1017,frank sauerbaum,gabriel boric,demand,negative,Unknown,309
1018,guillermo ramírez,gabriel boric,demand,negative,Unknown,309
1019,benjamín moreno,gabriel boric,demand,negative,Unknown,309
1020,gustavo benavente,cristhian moreira,officiated,neutral,Unknown,310
1021,juan antonio coloma,manuel monsalve,opinion,positive,Unknown,311
1022,juan antonio coloma,manuel monsalve,criticism,negative,Unknown,311
1023,candelaria acevedo,rené alinco,support,positive,Unknown,312
1024,candelaria acevedo,jaime araya,support,positive,Unknown,312
1025,candelaria acevedo,mónica arce,support,positive,Unknown,312
1026,candelaria acevedo,francisca bello,support,positive,Unknown,312
1027,candelaria acevedo,carlos bianchi,support,positive,Unknown,312
1028,candelaria acevedo,félix bugueño,support,positive,Unknown,312
1029,candelaria acevedo,mercedes bulnes,support,positive,Unknown,312
1030,candelaria acevedo,felipe camaño,support,positive,Unknown,312
1031,candelaria acevedo,karol cariola,support,positive,Unknown,312
1032,candelaria acevedo,nathalie castillo,support,positive,Unknown,312
1033,candelaria acevedo,luis cuello,support,positive,Unknown,312
1034,candelaria acevedo,ana maría gazmuri,support,positive,Unknown,312
1035,candelaria acevedo,andrés giordano,support,positive,Unknown,312
1036,candelaria acevedo,félix gonzález,support,positive,Unknown,312
1037,candelaria acevedo,marta gonzález,support,positive,Unknown,312
1038,candelaria acevedo,carmen hertz,support,positive,Unknown,312
1039,candelaria acevedo,tomás hirsch,support,positive,Unknown,312
1040,rené alinco,jaime araya,support,positive,Unknown,312
1041,rené alinco,mónica arce,support,positive,Unknown,312
1042,rené alinco,francisca bello,support,positive,Unknown,312
1043,rené alinco,carlos bianchi,support,positive,Unknown,312
1044,rené alinco,félix bugueño,support,positive,Unknown,312
1045,rené alinco,mercedes bulnes,support,positive,Unknown,312
1046,rené alinco,felipe camaño,support,positive,Unknown,312
1047,rené alinco,karol cariola,support,positive,Unknown,312
1048,rené alinco,nathalie castillo,support,positive,Unknown,312
1049,rené alinco,luis cuello,support,positive,Unknown,312
1050,rené alinco,ana maría gazmuri,support,positive,Unknown,312
1051,rené alinco,andrés giordano,support,positive,Unknown,312
1052,rené alinco,félix gonzález,support,positive,Unknown,312
1053,rené alinco,marta gonzález,support,positive,Unknown,312
1054,rené alinco,carmen hertz,support,positive,Unknown,312
1055,rené alinco,tomás hirsch,support,positive,Unknown,312
1056,jaime araya,mónica arce,support,positive,Unknown,312
1057,jaime araya,francisca bello,support,positive,Unknown,312
1058,jaime araya,carlos bianchi,support,positive,Unknown,312
1059,jaime araya,félix bugueño,support,positive,Unknown,312
1060,jaime araya,mercedes bulnes,support,positive,Unknown,312
1061,jaime araya,felipe camaño,support,positive,Unknown,312
1062,jaime araya,karol cariola,support,positive,Unknown,312
1063,jaime araya,nathalie castillo,support,positive,Unknown,312
1064,jaime araya,luis cuello,support,positive,Unknown,312
1065,jaime araya,ana maría gazmuri,support,positive,Unknown,312
1066,jaime araya,andrés giordano,support,positive,Unknown,312
1067,jaime araya,félix gonzález,support,positive,Unknown,312
1068,jaime araya,marta gonzález,support,positive,Unknown,312
1069,jaime araya,carmen hertz,support,positive,Unknown,312
1070,jaime araya,tomás hirsch,support,positive,Unknown,312
1071,mónica arce,francisca bello,support,positive,Unknown,312
1072,mónica arce,carlos bianchi,support,positive,Unknown,312
1073,mónica arce,félix bugueño,support,positive,Unknown,312
1074,mónica arce,mercedes bulnes,support,positive,Unknown,312
1075,mónica arce,felipe camaño,support,positive,Unknown,312
1076,mónica arce,karol cariola,support,positive,Unknown,312
1077,mónica arce,nathalie castillo,support,positive,Unknown,312
1078,mónica arce,luis cuello,support,positive,Unknown,312
1079,mónica arce,ana maría gazmuri,support,positive,Unknown,312
1080,mónica arce,andrés giordano,support,positive,Unknown,312
1081,mónica arce,félix gonzález,support,positive,Unknown,312
1082,mónica arce,marta gonzález,support,positive,Unknown,312
1083,mónica arce,carmen hertz,support,positive,Unknown,312
1084,mónica arce,tomás hirsch,support,positive,Unknown,312
1085,francisca bello,carlos bianchi,support,positive,Unknown,312
1086,francisca bello,félix bugueño,support,positive,Unknown,312
1087,francisca bello,mercedes bulnes,support,positive,Unknown,312
1088,francisca bello,felipe camaño,support,positive,Unknown,312
1089,francisca bello,karol cariola,support,positive,Unknown,312
1090,francisca bello,nathalie castillo,support,positive,Unknown,312
1091,francisca bello,luis cuello,support,positive,Unknown,312
1092,francisca bello,ana maría gazmuri,support,positive,Unknown,312
1093,francisca bello,andrés giordano,support,positive,Unknown,312
1094,francisca bello,félix gonzález,support,positive,Unknown,312
1095,francisca bello,marta gonzález,support,positive,Unknown,312
1096,francisca bello,carmen hertz,support,positive,Unknown,312
1097,francisca bello,tomás hirsch,support,positive,Unknown,312
1098,carlos bianchi,félix bugueño,support,positive,Unknown,312
1099,carlos bianchi,mercedes bulnes,support,positive,Unknown,312
1100,carlos bianchi,felipe camaño,support,positive,Unknown,312
1101,carlos bianchi,karol cariola,support,positive,Unknown,312
1102,carlos bianchi,nathalie castillo,support,positive,Unknown,312
1103,carlos bianchi,luis cuello,support,positive,Unknown,312
1104,carlos bianchi,ana maría gazmuri,support,positive,Unknown,312
1105,carlos bianchi,andrés giordano,support,positive,Unknown,312
1106,carlos bianchi,félix gonzález,support,positive,Unknown,312
1107,carlos bianchi,marta gonzález,support,positive,Unknown,312
1108,carlos bianchi,carmen hertz,support,positive,Unknown,312
1109,carlos bianchi,tomás hirsch,support,positive,Unknown,312
1110,félix bugueño,mercedes bulnes,support,positive,Unknown,312
1111,félix bugueño,felipe camaño,support,positive,Unknown,312
1112,félix bugueño,karol cariola,support,positive,Unknown,312
1113,félix bugueño,nathalie castillo,support,positive,Unknown,312
1114,félix bugueño,luis cuello,support,positive,Unknown,312
1115,félix bugueño,ana maría gazmuri,support,positive,Unknown,312
1116,félix bugueño,andrés giordano,support,positive,Unknown,312
1117,félix bugueño,félix gonzález,support,positive,Unknown,312
1118,félix bugueño,marta gonzález,support,positive,Unknown,312
1119,félix bugueño,carmen hertz,support,positive,Unknown,312
1120,félix bugueño,tomás hirsch,support,positive,Unknown,312
1121,mercedes bulnes,felipe camaño,support,positive,Unknown,312
1122,mercedes bulnes,karol cariola,support,positive,Unknown,312
1123,mercedes bulnes,nathalie castillo,support,positive,Unknown,312
1124,mercedes bulnes,luis cuello,support,positive,Unknown,312
1125,mercedes bulnes,ana maría gazmuri,support,positive,Unknown,312
1126,mercedes bulnes,andrés giordano,support,positive,Unknown,312
1127,mercedes bulnes,félix gonzález,support,positive,Unknown,312
1128,mercedes bulnes,marta gonzález,support,positive,Unknown,312
1129,mercedes bulnes,carmen hertz,support,positive,Unknown,312
1130,mercedes bulnes,tomás hirsch,support,positive,Unknown,312
1131,felipe camaño,karol cariola,support,positive,Unknown,312
1132,felipe camaño,nathalie castillo,support,positive,Unknown,312
1133,felipe camaño,luis cuello,support,positive,Unknown,312
1134,felipe camaño,ana maría gazmuri,support,positive,Unknown,312
1135,felipe camaño,andrés giordano,support,positive,Unknown,312
1136,felipe camaño,félix gonzález,support,positive,Unknown,312
1137,felipe camaño,marta gonzález,support,positive,Unknown,312
1138,felipe camaño,carmen hertz,support,positive,Unknown,312
1139,felipe camaño,tomás hirsch,support,positive,Unknown,312
1140,karol cariola,nathalie castillo,support,positive,Unknown,312
1141,karol cariola,luis cuello,support,positive,Unknown,312
1142,karol cariola,ana maría gazmuri,support,positive,Unknown,312
1143,karol cariola,andrés giordano,support,positive,Unknown,312
1144,karol cariola,félix gonzález,support,positive,Unknown,312
1145,karol cariola,marta gonzález,support,positive,Unknown,312
1146,karol cariola,carmen hertz,support,positive,Unknown,312
1147,karol cariola,tomás hirsch,support,positive,Unknown,312
1148,nathalie castillo,luis cuello,support,positive,Unknown,312
1149,nathalie castillo,ana maría gazmuri,support,positive,Unknown,312
1150,nathalie castillo,andrés giordano,support,positive,Unknown,312
1151,nathalie castillo,félix gonzález,support,positive,Unknown,312
1152,nathalie castillo,marta gonzález,support,positive,Unknown,312
1153,nathalie castillo,carmen hertz,support,positive,Unknown,312
1154,nathalie castillo,tomás hirsch,support,positive,Unknown,312
1155,luis cuello,ana maría gazmuri,support,positive,Unknown,312
1156,luis cuello,andrés giordano,support,positive,Unknown,312
1157,luis cuello,félix gonzález,support,positive,Unknown,312
1158,luis cuello,marta gonzález,support,positive,Unknown,312
1159,luis cuello,carmen hertz,support,positive,Unknown,312
1160,luis cuello,tomás hirsch,support,positive,Unknown,312
1161,ana maría gazmuri,andrés giordano,support,positive,Unknown,312
1162,ana maría gazmuri,félix gonzález,support,positive,Unknown,312
1163,ana maría gazmuri,marta gonzález,support,positive,Unknown,312
1164,ana maría gazmuri,carmen hertz,support,positive,Unknown,312
1165,ana maría gazmuri,tomás hirsch,support,positive,Unknown,312
1166,andrés giordano,félix gonzález,support,positive,Unknown,312
1167,andrés giordano,marta gonzález,support,positive,Unknown,312
1168,andrés giordano,carmen hertz,support,positive,Unknown,312
1169,andrés giordano,tomás hirsch,support,positive,Unknown,312
1170,félix gonzález,marta gonzález,support,positive,Unknown,312
1171,félix gonzález,carmen hertz,support,positive,Unknown,312
1172,félix gonzález,tomás hirsch,support,positive,Unknown,312
1173,marta gonzález,carmen hertz,support,positive,Unknown,312
1174,marta gonzález,tomás hirsch,support,positive,Unknown,312
1175,carmen hertz,tomás hirsch,support,positive,Unknown,312
1176,sara concha,andrés longton,request,positive,Unknown,313
1177,francesca muñoz,andrés longton,request,positive,Unknown,313
1178,sara concha,francesca muñoz,collaboration,positive,Unknown,313
1179,álvaro elizalde,raúl soto,sent,neutral,Unknown,314
1180,francisco chahuán,jose ruminot,collaborates,positive,Unknown,316
1181,francisco chahuán,miguel mellado,collaborates,positive,Unknown,316
1182,francisco chahuán,camila flores,collaborates,positive,Unknown,316
1183,jose ruminot,miguel mellado,collaborates,positive,Unknown,316
1184,jose ruminot,camila flores,collaborates,positive,Unknown,316
1185,miguel mellado,camila flores,collaborates,positive,Unknown,316
1186,henry leal,marta bravo,accuse,negative,Unknown,317
1187,marta bravo,henry leal,accuse,negative,Unknown,317
1188,diego schalper,francisco undurraga,recrimination,negative,Unknown,318
1189,francisco undurraga,diego schalper,demand,negative,Unknown,318
1190,francisco undurraga,jorge guzmán,collaboration,positive,Unknown,318
1191,jorge guzmán,marco antonio ávila,rejection,negative,Unknown,318
1192,maría luisa cordero,marisela santibáñez,accuser,negative,Unknown,319
1193,marisela santibáñez,marcela riquelme,collaborator,positive,Unknown,320
1194,marisela santibáñez,ana maría gazmuri,affiliation,positive,Unknown,320
1195,ana maría gazmuri,mario marcel,recommendation,neutral,Unknown,320
1196,cristian labbé,andres celis,colleague,neutral,Unknown,321
1197,cristian labbé,catalina pérez,colleague,neutral,Unknown,321
1198,cristian labbé,jaime araya,colleague,neutral,Unknown,321
1199,cristian labbé,jorge brito,colleague,neutral,Unknown,321
1200,andres celis,catalina pérez,colleague,neutral,Unknown,321
1201,andres celis,jaime araya,colleague,neutral,Unknown,321
1202,andres celis,jorge brito,colleague,neutral,Unknown,321
1203,catalina pérez,jaime araya,colleague,neutral,Unknown,321
1204,catalina pérez,jorge brito,colleague,neutral,Unknown,321
1205,jaime araya,jorge brito,colleague,neutral,Unknown,321
1206,francisco chahuán,diego schalper,leadership,positive,Unknown,322
1207,francisco chahuán,mario desbordes,responsibility,negative,Unknown,322
