parliamentarian_1,parliamentarian_2,proportion_agreement,region_1,region_2,partido_1,partido_2,Diputado_1,Diputado_2,sector_1,sector_2,person_1,person_2,label,sentiment,in_degree_1,out_degree_1,in_degree_2,out_degree_2,total_degree_1,total_degree_2,common_neighbors,page_rank_1,page_rank_2,betweenness_1,betweenness_2,closeness_1,closeness_2,eigenvector_1,eigenvector_2,cluster_1,cluster_2
"De la Carrera, Gonzalo","Mirosevic, Vlado",1.225296442687747,Región Metropolitana de Santiago (47),Región de Arica y Parinacota (3),Ind-PLR,PL,Gonzalo de la Carrera Correa,Vlado Mirosevic Verdugo,derecha,centro_izquierda,gonzalo de la carrera,vlado mirosevic,negative,negative,2,9,18,7,33.0,98.0,3,0.00340347517388777,0.01924656979098343,0.002716590731796378,0.012840871707201438,0.05592105263157895,0.18804222093695777,0.11115937553323059,0.24624150615810503,cluster_4,cluster_1
"Jiles, Pamela","Kaiser, Johannes",1.227931488801054,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PH,PLR,Pamela Jiles Moreno,Johannes Kaiser Barents-Von Hohenhagen,izquierda,derecha,pamela jiles,johannes kaiser,neutral,neutral,5,7,5,10,57.0,50.0,2,0.006443341208678246,0.007091671786560791,0.007495972377028495,0.010291768328105029,0.07733918128654971,0.08596491228070174,0.11493751759511782,0.08644437652545693,cluster_2,cluster_2
"Benavente, Gustavo","Cifuentes, Ricardo",1.230566534914361,Región del Maule (11),Región de Coquimbo (7),UDI,PDC,Gustavo Benavente Vergara,Ricardo Cifuentes Lillo,centro_derecha,centro_izquierda,gustavo benavente,ricardo cifuentes,negative,negative,0,9,3,3,24.0,21.0,0,0.0029305674310870604,0.003888687728255869,0.0,0.00043994240142723935,0.0,0.039802631578947374,0.03778611389218854,0.04373034235972927,cluster_5,cluster_1
"Benavente, Gustavo","Cifuentes, Ricardo",1.230566534914361,Región del Maule (11),Región de Coquimbo (7),UDI,PDC,Gustavo Benavente Vergara,Ricardo Cifuentes Lillo,centro_derecha,centro_izquierda,gustavo benavente,ricardo cifuentes,negative,negative,0,9,3,3,24.0,21.0,0,0.0029305674310870604,0.003888687728255869,0.0,0.00043994240142723935,0.0,0.039802631578947374,0.03778611389218854,0.04373034235972927,cluster_5,cluster_1
"Ahumada, Yovana","Mirosevic, Vlado",1.2371541501976284,Región de Antofagasta (5),Región de Arica y Parinacota (3),Ind-PDG,PL,Yovana Ahumada Palma,Vlado Mirosevic Verdugo,populista,centro_izquierda,yovana ahumada,vlado mirosevic,negative,negative,0,9,18,7,22.0,98.0,2,0.0029305674310870604,0.01924656979098343,0.0,0.012840871707201438,0.0,0.18804222093695777,0.03991981084903476,0.24624150615810503,cluster_3,cluster_1
"Ahumada, Yovana","Mirosevic, Vlado",1.2371541501976284,Región de Antofagasta (5),Región de Arica y Parinacota (3),Ind-PDG,PL,Yovana Ahumada Palma,Vlado Mirosevic Verdugo,populista,centro_izquierda,yovana ahumada,vlado mirosevic,negative,negative,0,9,18,7,22.0,98.0,2,0.0029305674310870604,0.01924656979098343,0.0,0.012840871707201438,0.0,0.18804222093695777,0.03991981084903476,0.24624150615810503,cluster_3,cluster_1
"Concha, Sara","De la Carrera, Gonzalo",1.2424242424242424,Región de Ńuble (5),Región Metropolitana de Santiago (47),PSC,Ind-PLR,Sara Concha Smith,Gonzalo de la Carrera Correa,derecha,derecha,sara concha,gonzalo de la carrera,negative,negative,1,11,2,9,25.0,33.0,0,0.0032863913694551484,0.00340347517388777,0.0012489833856163587,0.002716590731796378,0.006578947368421052,0.05592105263157895,0.031432451912270364,0.11115937553323059,cluster_6,cluster_4
"Medina, Karen","Mirosevic, Vlado",1.2463768115942029,Región del Biobío (13),Región de Arica y Parinacota (3),PDG,PL,Karen Medina Vasquez,Vlado Mirosevic Verdugo,populista,centro_izquierda,karen medina,vlado mirosevic,positive,positive,0,1,18,7,6.0,98.0,0,0.0029305674310870604,0.01924656979098343,0.0,0.012840871707201438,0.0,0.18804222093695777,0.032883968757303164,0.24624150615810503,cluster_1,cluster_1
"Cariola, Karol","Oyarzo, Ruben Dario",1.2476943346508564,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,PDG,Karol Cariola Oliva,Ruben Oyarzo Figueroa,izquierda,populista,karol cariola,rubén darío oyarzo,neutral,neutral,12,24,3,1,111.0,9.0,0,0.006183932373787416,0.004394939104334618,0.023744309672551225,7.956563594416506e-05,0.0805921052631579,0.05761562998405104,0.22865286518953865,0.027008421867379097,cluster_2,cluster_2
"Mellado, Miguel","Naranjo, Jaime",1.2529644268774704,Región de la Araucanía (11),Región del Maule (11),RN,PS,Miguel Mellado Suazo,Jaime Naranjo Ortiz,centro_derecha,centro_izquierda,miguel mellado,jaime naranjo,neutral,neutral,2,8,3,5,43.0,32.0,2,0.0036041962861106764,0.004245148202247387,0.0007660915533867781,0.0019823980481003833,0.013157894736842105,0.077102053915276,0.07930537894118544,0.09902108626546893,cluster_4,cluster_1
"Bianchi, Carlos","Matheson, Christian",1.2555994729907771,Región de Magallanes y la Antártica Chilena (3),Región de Magallanes y la Antártica Chilena (3),Ind-PPD,Ind-Evópoli,Carlos Bianchi Chelech,Christian Matheson Villan,centro_izquierda,centro_derecha,carlos bianchi,christian matheson,positive,positive,4,16,3,3,41.0,11.0,2,0.0037551153557000023,0.003661808492581459,0.0014441802630195796,0.0008659894770037677,0.027412280701754384,0.033305921052631575,0.09600645141669613,0.017632608638413615,cluster_3,cluster_5
"Cordero, Maria Luisa","Jiles, Pamela",1.256916996047431,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),Ind-RN,PH,Maria Luisa Cordero Velasquez,Pamela Jiles Moreno,centro_derecha,izquierda,maria luisa cordero,pamela jiles,positive,positive,1,2,5,7,7.0,57.0,1,0.003096618602325501,0.006443341208678246,0.00033039967468339725,0.007495972377028495,0.006578947368421052,0.07733918128654971,0.0132087607075831,0.11493751759511782,cluster_2,cluster_2
"Alessandri, Jorge","Soto, Raul",1.2595520421607378,Región Metropolitana de Santiago (47),Región del Libertador General Bernardo O'Higgins (9),UDI,PPD,Jorge Alessandri Vergara,Raul Soto Mardones,centro_derecha,centro_izquierda,jorge alessandri,raul soto,negative,negative,0,12,15,4,65.0,55.0,3,0.0029305674310870604,0.026032248838862872,0.0,0.005364744855856742,0.0,0.1957468495181616,0.13853695226492746,0.11787589701973503,cluster_2,cluster_1
"Alessandri, Jorge","Leiva, Raul",1.262187088274045,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,PS,Jorge Alessandri Vergara,Raul Leiva Carvajal,centro_derecha,centro_izquierda,jorge alessandri,raul leiva,positive,positive,0,12,3,1,65.0,13.0,2,0.0029305674310870604,0.00413942040009466,0.0,0.00028906081428737397,0.0,0.07017543859649122,0.13853695226492746,0.06965925345155093,cluster_2,cluster_2
"Moreno, Benjamin","Soto, Raul",1.2635046113306982,Región del Maule (11),Región del Libertador General Bernardo O'Higgins (9),PLR,PPD,Benjamin Moreno Bascur,Raul Soto Mardones,derecha,centro_izquierda,benjamin moreno,raul soto,neutral,neutral,2,1,15,4,6.0,55.0,1,0.004070662666979096,0.026032248838862872,0.0002178459393516905,0.005364744855856742,0.03134674922600619,0.1957468495181616,0.011926162814276994,0.11787589701973503,cluster_2,cluster_1
"Borquez, Fernando","Santana, Juan",1.2648221343873518,Región de Los Lagos (9),Región de Atacama (5),Ind-UDI,PS,Fernando Borquez Montecinos,Juan Santana Castillo,centro_derecha,centro_izquierda,fernando bórquez,juan santana,negative,negative,3,8,9,1,23.0,32.0,0,0.003626428054511895,0.014995578284714034,0.0005838271174625306,0.0014283432090159169,0.019736842105263157,0.13921052631578948,0.01897494078777179,0.08465475242233617,cluster_5,cluster_7
"Araya, Jaime","Sulantay, Marco Antonio",1.2661396574440054,Región de Antofagasta (5),Región de Coquimbo (7),Ind-PPD,UDI,Jaime Araya Guerrero,Marco Sulantay Olivares,centro_izquierda,centro_derecha,jaime araya,marco antonio sulantay,negative,negative,2,16,3,0,38.0,10.0,1,0.003353835122479165,0.003612631829739631,0.0021029394678749856,0.0,0.013157894736842105,0.021052631578947368,0.060823173136832775,0.014249490709381397,cluster_3,cluster_3
"Duran, Jorge","Jiles, Pamela",1.2714097496706191,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),RN,PH,Jorge Duran Espinoza,Pamela Jiles Moreno,centro_derecha,izquierda,jorge durán,pamela jiles,neutral,neutral,0,6,5,7,25.0,57.0,2,0.0029305674310870604,0.006443341208678246,0.0,0.007495972377028495,0.0,0.07733918128654971,0.08265189195990409,0.11493751759511782,cluster_2,cluster_2
"Duran, Jorge","Jiles, Pamela",1.2714097496706191,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),RN,PH,Jorge Duran Espinoza,Pamela Jiles Moreno,centro_derecha,izquierda,jorge durán,pamela jiles,neutral,neutral,0,6,5,7,25.0,57.0,2,0.0029305674310870604,0.006443341208678246,0.0,0.007495972377028495,0.0,0.07733918128654971,0.08265189195990409,0.11493751759511782,cluster_2,cluster_2
"Duran, Jorge","Jiles, Pamela",1.2714097496706191,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),RN,PH,Jorge Duran Espinoza,Pamela Jiles Moreno,centro_derecha,izquierda,jorge durán,pamela jiles,neutral,neutral,0,6,5,7,25.0,57.0,2,0.0029305674310870604,0.006443341208678246,0.0,0.007495972377028495,0.0,0.07733918128654971,0.08265189195990409,0.11493751759511782,cluster_2,cluster_2
"Olivera, Erika","Schalper, Diego",1.2832674571805007,Región Metropolitana de Santiago (47),Región del Libertador General Bernardo O'Higgins (9),Demócratas,RN,Erika Olivera de la Fuente,Diego Schalper Sepulveda,centro_izquierda,centro_derecha,erika olivera,diego schalper,neutral,neutral,7,5,17,1,26.0,86.0,1,0.005405641614795383,0.03442255882263488,0.0009548913674915767,0.0033738803410291733,0.04565630944831959,0.2331288343558282,0.06625641015387618,0.1855878281335197,cluster_3,cluster_4
"Olivera, Erika","Schalper, Diego",1.2832674571805007,Región Metropolitana de Santiago (47),Región del Libertador General Bernardo O'Higgins (9),Demócratas,RN,Erika Olivera de la Fuente,Diego Schalper Sepulveda,centro_izquierda,centro_derecha,erika olivera,diego schalper,neutral,neutral,7,5,17,1,26.0,86.0,1,0.005405641614795383,0.03442255882263488,0.0009548913674915767,0.0033738803410291733,0.04565630944831959,0.2331288343558282,0.06625641015387618,0.1855878281335197,cluster_3,cluster_4
"Jouannet, Andres","Kaiser, Johannes",1.2859025032938076,Región de la Araucanía (11),Región Metropolitana de Santiago (47),Amarillos,PLR,Andres Jouannet Valderrama,Johannes Kaiser Barents-Von Hohenhagen,centro_izquierda,derecha,andrés jouannet,johannes kaiser,positive,positive,0,6,5,10,20.0,50.0,2,0.0029305674310870604,0.007091671786560791,0.0,0.010291768328105029,0.0,0.08596491228070174,0.03322647635584041,0.08644437652545693,cluster_2,cluster_2
"Alessandri, Jorge","Olivera, Erika",1.2885375494071147,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,Demócratas,Jorge Alessandri Vergara,Erika Olivera de la Fuente,centro_derecha,centro_izquierda,jorge alessandri,erika olivera,neutral,neutral,0,12,7,5,65.0,26.0,0,0.0029305674310870604,0.005405641614795383,0.0,0.0009548913674915767,0.0,0.04565630944831959,0.13853695226492746,0.06625641015387618,cluster_2,cluster_3
"Aedo, Eric","Cid, Sofia",1.30566534914361,Región del Biobío (13),Región de Atacama (5),PDC,RN,Eric Aedo Jeldres,Sofia Cid Versalovic,centro_izquierda,centro_derecha,eric aedo,cid,neutral,neutral,0,15,1,0,38.0,1.0,0,0.0029305674310870604,0.003096618602325501,0.0,0.0,0.0,0.006578947368421052,0.06001674022587596,0.004505604253744472,cluster_1,cluster_1
"Jouannet, Andres","Naveillan, Gloria",1.313570487483531,Región de la Araucanía (11),Región de la Araucanía (11),Amarillos,Ind-PLR,Andres Jouannet Valderrama,Gloria Naveillan Arriagada,centro_izquierda,derecha,andrés jouannet,gloria naveillan,positive,positive,0,6,4,4,20.0,13.0,0,0.0029305674310870604,0.005221845886524386,0.0,0.002015074939003137,0.0,0.04447368421052632,0.03322647635584041,0.0480265738314487,cluster_2,cluster_4
"Castro, Jose Miguel","Soto, Raul",1.3148880105401846,Región de Antofagasta (5),Región del Libertador General Bernardo O'Higgins (9),RN,PPD,Jose Miguel Castro Bascunan,Raul Soto Mardones,centro_derecha,centro_izquierda,jose miguel castro,raul soto,positive,positive,1,11,15,4,30.0,55.0,0,0.0033456953591831633,0.026032248838862872,0.001989659579412107,0.005364744855856742,0.006578947368421052,0.1957468495181616,0.03476156667296238,0.11787589701973503,cluster_4,cluster_1
"Aedo, Eric","Cordero, Maria Luisa",1.318840579710145,Región del Biobío (13),Región Metropolitana de Santiago (47),PDC,Ind-RN,Eric Aedo Jeldres,Maria Luisa Cordero Velasquez,centro_izquierda,centro_derecha,eric aedo,maria luisa cordero,negative,negative,0,15,1,2,38.0,7.0,0,0.0029305674310870604,0.003096618602325501,0.0,0.00033039967468339725,0.0,0.006578947368421052,0.06001674022587596,0.0132087607075831,cluster_1,cluster_2
"Jiles, Pamela","Lee, Enrique",1.318840579710145,Región Metropolitana de Santiago (47),Región de Arica y Parinacota (3),PH,Ind-PRI,Pamela Jiles Moreno,Enrique Lee Flores,izquierda,centro_derecha,pamela jiles,enrique lee,positive,positive,5,7,5,2,57.0,15.0,1,0.006443341208678246,0.0056501322115358405,0.007495972377028495,0.0015467061693970022,0.07733918128654971,0.06637863315003928,0.11493751759511782,0.036814949705778574,cluster_2,cluster_2
"Jouannet, Andres","Lee, Enrique",1.321475625823452,Región de la Araucanía (11),Región de Arica y Parinacota (3),Amarillos,Ind-PRI,Andres Jouannet Valderrama,Enrique Lee Flores,centro_izquierda,centro_derecha,andrés jouannet,enrique lee,positive,positive,0,6,5,2,20.0,15.0,2,0.0029305674310870604,0.0056501322115358405,0.0,0.0015467061693970022,0.0,0.06637863315003928,0.03322647635584041,0.036814949705778574,cluster_2,cluster_2
"Lee, Enrique","Mirosevic, Vlado",1.3227931488801057,Región de Arica y Parinacota (3),Región de Arica y Parinacota (3),Ind-PRI,PL,Enrique Lee Flores,Vlado Mirosevic Verdugo,centro_derecha,centro_izquierda,enrique lee,vlado mirosevic,negative,negative,5,2,18,7,15.0,98.0,2,0.0056501322115358405,0.01924656979098343,0.0015467061693970022,0.012840871707201438,0.06637863315003928,0.18804222093695777,0.036814949705778574,0.24624150615810503,cluster_2,cluster_1
"Bravo, Ana Maria","Leal, Henry",1.3346508563899868,Región de Los Ríos (5),Región de la Araucanía (11),PS,UDI,Ana Maria Bravo Castro,Henry Leal Bizama,centro_izquierda,centro_derecha,marta bravo,henry leal,negative,negative,0,4,4,4,12.0,36.0,1,0.0029305674310870604,0.005725599847004616,0.0,0.0029050966267766547,0.0,0.035526315789473684,0.02537505336107635,0.0690106121356183,cluster_5,cluster_5
"Duran, Jorge","Oyarzo, Ruben Dario",1.3425559947299075,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),RN,PDG,Jorge Duran Espinoza,Ruben Oyarzo Figueroa,centro_derecha,populista,jorge durán,rubén darío oyarzo,positive,positive,0,6,3,1,25.0,9.0,1,0.0029305674310870604,0.004394939104334618,0.0,7.956563594416506e-05,0.0,0.05761562998405104,0.08265189195990409,0.027008421867379097,cluster_2,cluster_2
"Leiva, Raul","Undurraga, Francisco",1.3425559947299075,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PS,Evópoli,Raul Leiva Carvajal,Francisco Undurraga Gazitua,centro_izquierda,centro_derecha,raul leiva,francisco undurraga,neutral,neutral,3,1,11,2,13.0,47.0,1,0.00413942040009466,0.046209286283545016,0.00028906081428737397,0.004814395259672359,0.07017543859649122,0.2304002192982456,0.06965925345155093,0.11774056669617243,cluster_2,cluster_1
"Bianchi, Carlos","Hertz, Carmen",1.3451910408432148,Región de Magallanes y la Antártica Chilena (3),Región Metropolitana de Santiago (47),Ind-PPD,PCCh,Carlos Bianchi Chelech,Carmen Hertz Cadiz,centro_izquierda,izquierda,carlos bianchi,carmen hertz,positive,positive,4,16,17,9,41.0,47.0,13,0.0037551153557000023,0.015765241675772004,0.0014441802630195796,0.01072586426586078,0.027412280701754384,0.12224108658743632,0.09600645141669613,0.1886280271762846,cluster_3,cluster_3
"Duran, Jorge","Pulgar, Francisco",1.3491436100131753,Región Metropolitana de Santiago (47),Región del Maule (11),RN,Ind-PL,Jorge Duran Espinoza,Francisco Pulgar Castillo,centro_derecha,centro_izquierda,jorge durán,francisco muñoz,negative,negative,0,6,3,0,25.0,5.0,0,0.0029305674310870604,0.004776678753486953,0.0,0.0,0.0,0.07185577580314423,0.08265189195990409,0.024573261166165605,cluster_2,cluster_4
"Guzman, Jorge","Soto, Leonardo",1.3530961791831355,Región del Maule (11),Región Metropolitana de Santiago (47),Evópoli,PS,Jorge Guzman Zepeda,Leonardo Soto Ferrada,centro_derecha,centro_izquierda,jorge guzmán,leonardo soto,neutral,neutral,0,2,3,1,8.0,18.0,0,0.0029305674310870604,0.004737624465889664,0.0,4.35691878703381e-05,0.0,0.0728744939271255,0.03427248301475283,0.06871878185844821,cluster_1,cluster_1
"Morales, Javiera","Rivas, Gaspar",1.3557312252964426,Región de Magallanes y la Antártica Chilena (3),Región de Valparaíso (16),CS,PDG,Javiera Morales Alvarado,Gaspar Rivas Sanchez,izquierda,populista,javiera morales,gaspar rivas,positive,positive,2,5,9,0,15.0,29.0,0,0.004167435451891711,0.015425178852386557,0.00162305598433169,0.0,0.03132832080200501,0.17361888764464353,0.017380491066476156,0.07793102592178133,cluster_1,cluster_2
"Del Real, Catalina","Hertz, Carmen",1.359683794466403,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),Ind-RN,PCCh,Catalina del Real Mihovilovic,Carmen Hertz Cadiz,centro_derecha,izquierda,catalina del real,carmen hertz,negative,negative,0,3,17,9,8.0,47.0,0,0.0029305674310870604,0.015765241675772004,0.0,0.01072586426586078,0.0,0.12224108658743632,0.017312065212272715,0.1886280271762846,cluster_3,cluster_3
"Araya, Jaime","Hertz, Carmen",1.3610013175230566,Región de Antofagasta (5),Región Metropolitana de Santiago (47),Ind-PPD,PCCh,Jaime Araya Guerrero,Carmen Hertz Cadiz,centro_izquierda,izquierda,jaime araya,carmen hertz,positive,positive,2,16,17,9,38.0,47.0,12,0.003353835122479165,0.015765241675772004,0.0021029394678749856,0.01072586426586078,0.013157894736842105,0.12224108658743632,0.060823173136832775,0.1886280271762846,cluster_3,cluster_3
"Duran, Jorge","Soto, Raul",1.3610013175230566,Región Metropolitana de Santiago (47),Región del Libertador General Bernardo O'Higgins (9),RN,PPD,Jorge Duran Espinoza,Raul Soto Mardones,centro_derecha,centro_izquierda,jorge durán,raul soto,negative,negative,0,6,15,4,25.0,55.0,0,0.0029305674310870604,0.026032248838862872,0.0,0.005364744855856742,0.0,0.1957468495181616,0.08265189195990409,0.11787589701973503,cluster_2,cluster_1
"Naveillan, Gloria","Pulgar, Francisco",1.364953886693017,Región de la Araucanía (11),Región del Maule (11),Ind-PLR,Ind-PL,Gloria Naveillan Arriagada,Francisco Pulgar Castillo,derecha,centro_izquierda,gloria naveillan,francisco muñoz,negative,negative,4,4,3,0,13.0,5.0,0,0.005221845886524386,0.004776678753486953,0.002015074939003137,0.0,0.04447368421052632,0.07185577580314423,0.0480265738314487,0.024573261166165605,cluster_4,cluster_4
"Aedo, Eric","Perez, Marlene",1.370223978919631,Región del Biobío (13),Región del Biobío (13),PDC,Ind-UDI,Eric Aedo Jeldres,Marlene Perez Cartes,centro_izquierda,centro_derecha,eric aedo,perez,negative,negative,0,15,4,0,38.0,8.0,0,0.0029305674310870604,0.009101940676635773,0.0,0.0,0.0,0.11490359562272018,0.06001674022587596,0.030417035506824036,cluster_1,cluster_1
"Cariola, Karol","Jiles, Pamela",1.3741765480895916,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,PH,Karol Cariola Oliva,Pamela Jiles Moreno,izquierda,izquierda,karol cariola,pamela jiles,positive,positive,12,24,5,7,111.0,57.0,4,0.006183932373787416,0.006443341208678246,0.023744309672551225,0.007495972377028495,0.0805921052631579,0.07733918128654971,0.22865286518953865,0.11493751759511782,cluster_2,cluster_2
"Cariola, Karol","Jiles, Pamela",1.3741765480895916,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,PH,Karol Cariola Oliva,Pamela Jiles Moreno,izquierda,izquierda,karol cariola,pamela jiles,negative,negative,12,24,5,7,111.0,57.0,4,0.006183932373787416,0.006443341208678246,0.023744309672551225,0.007495972377028495,0.0805921052631579,0.07733918128654971,0.22865286518953865,0.11493751759511782,cluster_2,cluster_2
"Cariola, Karol","Jiles, Pamela",1.3741765480895916,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,PH,Karol Cariola Oliva,Pamela Jiles Moreno,izquierda,izquierda,karol cariola,pamela jiles,positive,positive,12,24,5,7,111.0,57.0,4,0.006183932373787416,0.006443341208678246,0.023744309672551225,0.007495972377028495,0.0805921052631579,0.07733918128654971,0.22865286518953865,0.11493751759511782,cluster_2,cluster_2
"Cariola, Karol","Jiles, Pamela",1.3741765480895916,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,PH,Karol Cariola Oliva,Pamela Jiles Moreno,izquierda,izquierda,karol cariola,pamela jiles,negative,negative,12,24,5,7,111.0,57.0,4,0.006183932373787416,0.006443341208678246,0.023744309672551225,0.007495972377028495,0.0805921052631579,0.07733918128654971,0.22865286518953865,0.11493751759511782,cluster_2,cluster_2
"Cariola, Karol","Jiles, Pamela",1.3741765480895916,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,PH,Karol Cariola Oliva,Pamela Jiles Moreno,izquierda,izquierda,karol cariola,pamela jiles,negative,negative,12,24,5,7,111.0,57.0,4,0.006183932373787416,0.006443341208678246,0.023744309672551225,0.007495972377028495,0.0805921052631579,0.07733918128654971,0.22865286518953865,0.11493751759511782,cluster_2,cluster_2
"Cariola, Karol","Jiles, Pamela",1.3741765480895916,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,PH,Karol Cariola Oliva,Pamela Jiles Moreno,izquierda,izquierda,karol cariola,pamela jiles,negative,negative,12,24,5,7,111.0,57.0,4,0.006183932373787416,0.006443341208678246,0.023744309672551225,0.007495972377028495,0.0805921052631579,0.07733918128654971,0.22865286518953865,0.11493751759511782,cluster_2,cluster_2
"Cariola, Karol","Jiles, Pamela",1.3741765480895916,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,PH,Karol Cariola Oliva,Pamela Jiles Moreno,izquierda,izquierda,karol cariola,pamela jiles,neutral,neutral,12,24,5,7,111.0,57.0,4,0.006183932373787416,0.006443341208678246,0.023744309672551225,0.007495972377028495,0.0805921052631579,0.07733918128654971,0.22865286518953865,0.11493751759511782,cluster_2,cluster_2
"Cariola, Karol","Jiles, Pamela",1.3741765480895916,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,PH,Karol Cariola Oliva,Pamela Jiles Moreno,izquierda,izquierda,karol cariola,pamela jiles,negative,negative,12,24,5,7,111.0,57.0,4,0.006183932373787416,0.006443341208678246,0.023744309672551225,0.007495972377028495,0.0805921052631579,0.07733918128654971,0.22865286518953865,0.11493751759511782,cluster_2,cluster_2
"Cariola, Karol","Jiles, Pamela",1.3741765480895916,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,PH,Karol Cariola Oliva,Pamela Jiles Moreno,izquierda,izquierda,karol cariola,pamela jiles,neutral,neutral,12,24,5,7,111.0,57.0,4,0.006183932373787416,0.006443341208678246,0.023744309672551225,0.007495972377028495,0.0805921052631579,0.07733918128654971,0.22865286518953865,0.11493751759511782,cluster_2,cluster_2
"Cariola, Karol","Jiles, Pamela",1.3741765480895916,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,PH,Karol Cariola Oliva,Pamela Jiles Moreno,izquierda,izquierda,karol cariola,pamela jiles,negative,negative,12,24,5,7,111.0,57.0,4,0.006183932373787416,0.006443341208678246,0.023744309672551225,0.007495972377028495,0.0805921052631579,0.07733918128654971,0.22865286518953865,0.11493751759511782,cluster_2,cluster_2
"Cariola, Karol","Jiles, Pamela",1.3741765480895916,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,PH,Karol Cariola Oliva,Pamela Jiles Moreno,izquierda,izquierda,karol cariola,pamela jiles,neutral,neutral,12,24,5,7,111.0,57.0,4,0.006183932373787416,0.006443341208678246,0.023744309672551225,0.007495972377028495,0.0805921052631579,0.07733918128654971,0.22865286518953865,0.11493751759511782,cluster_2,cluster_2
"Cariola, Karol","Jiles, Pamela",1.3741765480895916,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,PH,Karol Cariola Oliva,Pamela Jiles Moreno,izquierda,izquierda,karol cariola,pamela jiles,negative,negative,12,24,5,7,111.0,57.0,4,0.006183932373787416,0.006443341208678246,0.023744309672551225,0.007495972377028495,0.0805921052631579,0.07733918128654971,0.22865286518953865,0.11493751759511782,cluster_2,cluster_2
"Cariola, Karol","Jiles, Pamela",1.3741765480895916,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,PH,Karol Cariola Oliva,Pamela Jiles Moreno,izquierda,izquierda,karol cariola,pamela jiles,negative,negative,12,24,5,7,111.0,57.0,4,0.006183932373787416,0.006443341208678246,0.023744309672551225,0.007495972377028495,0.0805921052631579,0.07733918128654971,0.22865286518953865,0.11493751759511782,cluster_2,cluster_2
"Mirosevic, Vlado","Rivas, Gaspar",1.3754940711462451,Región de Arica y Parinacota (3),Región de Valparaíso (16),PL,PDG,Vlado Mirosevic Verdugo,Gaspar Rivas Sanchez,centro_izquierda,populista,vlado mirosevic,gaspar rivas,positive,positive,18,7,9,0,98.0,29.0,0,0.01924656979098343,0.015425178852386557,0.012840871707201438,0.0,0.18804222093695777,0.17361888764464353,0.24624150615810503,0.07793102592178133,cluster_1,cluster_2
"Ahumada, Yovana","Araya, Jaime",1.3754940711462451,Región de Antofagasta (5),Región de Antofagasta (5),Ind-PDG,Ind-PPD,Yovana Ahumada Palma,Jaime Araya Guerrero,populista,centro_izquierda,yovana ahumada,jaime araya,negative,negative,0,9,2,16,22.0,38.0,1,0.0029305674310870604,0.003353835122479165,0.0,0.0021029394678749856,0.0,0.013157894736842105,0.03991981084903476,0.060823173136832775,cluster_3,cluster_3
"Cordero, Maria Luisa","Orsini, Maite",1.378129117259552,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),Ind-RN,RD,Maria Luisa Cordero Velasquez,Maite Orsini Pascal,centro_derecha,izquierda,maria luisa cordero,maite orsini,negative,negative,1,2,6,4,7.0,55.0,1,0.003096618602325501,0.006503163988794764,0.00033039967468339725,0.004375798768444289,0.006578947368421052,0.09800362976406533,0.0132087607075831,0.09927006463158107,cluster_2,cluster_2
"Camano, Felipe","Hertz, Carmen",1.38866930171278,Región de Ńuble (5),Región Metropolitana de Santiago (47),Ind-PDC,PCCh,Felipe Camano Cardenas,Carmen Hertz Cadiz,centro_izquierda,izquierda,felipe camaño,carmen hertz,positive,positive,8,8,17,9,28.0,47.0,13,0.004850596746320766,0.015765241675772004,0.0024867951845992976,0.01072586426586078,0.053289473684210525,0.12224108658743632,0.0550186993143185,0.1886280271762846,cluster_1,cluster_3
